slctn_nmbr,client_id,npo_account_id,npo_accnts_nmbr,pmnts_type,year,quarter,gender,age,clnt_cprtn_time_d,actv_prd_d,lst_pmnt_rcnc_d,balance,oprtn_sum_per_qrtr,oprtn_sum_per_year,frst_pmnt_date,lst_pmnt_date_per_qrtr,frst_pmnt,lst_pmnt,pmnts_sum,pmnts_nmbr,pmnts_sum_per_qrtr,pmnts_sum_per_year,pmnts_nmbr_per_qrtr,pmnts_nmbr_per_year,incm_sum,incm_per_qrtr,incm_per_year,mgd_accum_period,mgd_payment_period,phone_number,email,lk,assignee_npo,assignee_ops,postal_code,region,citizen,fact_addrss,appl_mrkr,evry_qrtr_pmnt,churn
0,0x2182A558B032804CA4902741D77358BA,0x6E740DD73DF85344A094C0D856AEB5BA,2,1,2010,2010Q4,-1,30,1284,153,478,447.55,17.21,17.21,2009-04-09,,81.3,81.3,406.5,3,-0.0,-0.0,0,0,41.04,17.21,17.21,4.0,4.0,-1,0,-1,-1,-1,624090.0,СВЕРДЛОВСКАЯ ОБЛ,1,1,0,0,0
0,0x4638D22EC0A2F5488B6DEAC90B9C1E63,0xB9661ECE3FD6AC4F85D4A1EDF1D55500,1,2,2007,2007Q1,-1,47,59,56,0,243.9,243.9,975.61,2007-02-01,2007-03-29,81.3,81.3,243.9,3,243.9,975.61,3,12,-0.0,-0.0,-0.0,0.0,0.0,-1,0,1,-1,-1,352803.0,КРАСНОДАРСКИЙ КРАЙ,1,1,0,1,0
0,0xDA24B3C92753F240A0556455410D8542,0xB31197B524EBF048981E1C1C3E55DD94,3,3,2010,2010Q1,-1,45,1870,1855,34,12519.81,487.8,3814.03,2005-02-15,2010-03-16,162.6,243.9,13365.52,72,487.8,4064.78,3,14,2171.18,-0.0,879.61,0.0,0.0,-1,0,-1,-1,-1,390005.0,РЯЗАНСКАЯ ОБЛ,1,1,0,1,0
3,0xA16EA159FBF99EB245A5936070B77581,0xA8922C768A4FB38311E9982B56BE74CD,1,2,2013,2013Q2,1,34,1526,214,1091,14300.03,45.2,262.15,2009-12-03,,1617.85,242.67,11729.43,8,-0.0,-0.0,0,0,2570.59,45.19,262.15,0.0,0.0,0,0,-1,-1,-1,625003.0,ТЮМЕНСКАЯ ОБЛ,1,1,0,0,0
0,0x07C037DE062B0A489701C3F7814A1F08,0x817E4E0B18F79B4699CA3FD8E30F78CA,2,1,2018,2018Q1,-1,54,2004,1980,35,275946.82,10061.74,82943.15,2012-10-04,2018-03-07,1293.08,8560.05,235661.51,66,10061.74,56079.34,3,12,40285.31,-0.0,26863.8,0.0,0.0,-1,0,1,-1,-1,628611.0,ХАНТЫ-МАНСИЙСКИЙ-ЮГРА АО,1,1,0,1,0
2,0xEB60508F3A570749AE2B3D082C5A63FF,0x17D911E1C6F4F749A722511AB06CE20A,1,3,2019,2019Q4,1,48,6348,0,1479,188.76,8.99,8.99,2015-12-14,,77.91,77.91,77.91,1,-0.0,-0.0,0,0,110.83,8.99,8.99,5.0,5.0,-1,-1,-1,-1,-1,0.0,МОСКВА Г,1,1,0,0,0
3,0x943D2C768A4FB38311E6600D0D73FFC6,0xA7F12C768A4FB38311E835E27545D533,1,2,2013,2013Q2,-1,40,90,0,0,410.49,410.49,420.38,2013-05-13,2013-05-13,410.48,410.48,410.48,1,410.48,410.48,1,1,-0.0,-0.0,9.89,0.0,0.0,0,0,1,-1,-1,630090.0,НОВОСИБИРСКАЯ ОБЛ,1,1,0,0,0
2,0xD857D81E19891B42B6337C6152F9FE5E,0xC87DF255372A5A4A94D3668FC6E2D943,1,2,2012,2012Q4,1,36,3546,775,1782,57624.79,3338.6,3338.6,2005-12-31,,14200.81,969.1,36411.38,27,-0.0,-0.0,0,0,17132.13,3338.6,3338.6,4.0,4.0,-1,1,-1,-1,-1,162113.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
0,0x7A032C671F285A4E9294B113E1453095,0x99BEB490175CF74FA95426ACC95CF7EF,2,1,2019,2019Q3,1,57,1309,1219,33,148967.82,10703.65,49530.37,2016-05-11,2019-09-12,2607.78,4064.03,137908.24,47,10703.65,40953.27,4,14,11059.57,-0.0,8577.09,0.0,0.0,-1,0,1,-1,-1,453214.0,БАШКОРТОСТАН РЕСП,1,1,0,1,0
0,0x9F850C19AC5D544DAD7B5E7ED0C8FEFC,0x84E3EDEFD91772488EBF85149A7D2860,1,1,2012,2012Q4,1,45,838,816,30,19072.74,2718.85,8813.2,2010-09-15,2012-12-09,391.95,22.36,17708.33,30,1640.85,7735.2,3,13,1364.4,1078.0,1078.0,0.0,0.0,-1,0,-1,-1,-1,427100.0,УДМУРТСКАЯ РЕСП,-1,1,0,0,0
0,0x45098C697CBA7B42B0E243637254DA82,0x3327D71E9633E64A85B4462B2E580060,2,1,2009,2009Q4,-1,35,1638,1615,30,10366.13,1384.46,3151.85,2005-07-07,2009-12-08,72.17,845.28,9358.02,54,811.7,2579.1,3,12,1008.1,572.74,572.74,0.0,0.0,-1,0,-1,-1,-1,398005.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0xA5D3093F6168BB40B5CCB23EDA65C794,0xC569BC25A823524DBC34F9F8CF7A6361,1,1,2009,2009Q1,1,52,477,455,39,25855.32,5570.73,18361.96,2007-12-10,2009-03-09,1347.96,2126.01,24717.07,15,5570.73,16874.79,3,10,1138.24,-0.0,1487.16,0.0,0.0,-1,0,-1,-1,-1,169712.0,КОМИ РЕСП,1,1,0,1,0
2,0x0BE0F1C4EDC45240B533E8236FFD1228,0x26CABE060BFE914EA4E4C216D34B4BC6,2,2,2016,2016Q4,-1,48,3749,77,3672,979.2,12.06,12.06,2006-09-26,,252.03,406.5,658.53,2,-0.0,-0.0,0,0,320.66,12.05,12.05,0.1,0.1,1,1,-1,-1,-1,169915.0,КОМИ РЕСП,1,1,0,0,0
1,0xF400D5C7133A494DA332BC522E9859FD,0xC534ED1B12E74A46839D41FEC2CB4561,1,2,2010,2010Q3,-1,33,791,773,28,9625.5,1085.11,5157.5,2008-07-31,2010-09-12,93.17,3.78,9161.79,48,1064.04,4823.17,4,22,282.28,-0.0,238.78,0.0,0.0,0,0,-1,-1,-1,214038.0,СМОЛЕНСКАЯ ОБЛ,1,-1,0,0,0
0,0x70BB8DAF3401B94BA650D4D4960D5C34,0x297ADFEA1E08EC4AAB28C93C75B2683C,2,1,2008,2008Q3,-1,44,3400,1347,30,22494.55,594.02,4215.29,2004-12-31,2008-09-08,6721.57,878.58,17248.74,45,594.01,3298.54,3,12,5245.79,-0.0,916.74,0.0,0.0,-1,0,1,-1,-1,398036.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
2,0x11382B1A2B8FE44495B78EDB5B5B4053,0x1B17624BF927CB44B17CDF4D1399CFB7,1,1,2012,2012Q2,-1,47,1692,1672,29,9185.8,487.8,1689.8,2007-11-12,2012-06-10,162.6,243.9,8617.88,53,487.8,1138.21,3,7,567.91,-0.0,551.59,0.1,0.1,-1,-1,1,-1,1,606524.0,НИЖЕГОРОДСКАЯ ОБЛ,1,1,0,0,0
0,0x6C7AE886BC5AE34A87B789088D102F91,0x3EF728255FAB7E408106DA1B6F86498C,1,2,2005,2005Q2,1,22,659,158,29,2289.99,278.68,2023.35,2004-12-31,2005-06-07,1413.67,349.36,2085.92,7,198.83,1644.81,3,12,204.06,79.85,378.53,0.0,0.0,-1,0,-1,-1,-1,398005.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
2,0x54416BDE49E5774C8AA10DB62E34289B,0xCAFD0DA812742B43AA9C9194BDB55E19,1,3,2016,2016Q4,1,60,5233,0,383,83.41,3.98,3.98,2015-12-14,,39.86,39.86,39.86,1,-0.0,-0.0,0,0,43.54,3.97,3.97,5.0,5.0,-1,-1,-1,-1,-1,,МОСКВА Г,-1,-1,0,0,0
2,0x589F8F6FAB80E346A9D2D4FEFE1A83E4,0x61A30BFF9089B74DA527857ADEA0CD71,1,2,2019,2019Q4,1,32,4914,511,4403,4045.15,4.04,4.04,2006-07-19,,8.13,162.6,2772.35,18,-0.0,-0.0,0,0,1272.78,4.04,4.04,0.1,0.1,-1,-1,-1,-1,-1,162623.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
1,0x5EE58CB5B2F3FC4BA8C29BD012E7AB5F,0x8BA4990FD1A7064C9B653AF956F05271,2,2,2011,2011Q4,-1,32,382,90,292,667.68,36.29,509.46,2010-12-15,,157.72,157.72,630.89,4,-0.0,473.17,0,3,36.78,36.29,36.29,0.0,0.0,0,0,-1,-1,-1,454129.0,ЧЕЛЯБИНСКАЯ ОБЛ,1,-1,0,0,0
1,0xC5D07064C2F5B04FA36535D83F8EA9E2,0x8FA44C20569ACE4A94265BB2A0C4D366,1,2,2010,2010Q3,1,38,1170,1155,80,170282.49,17235.77,71419.65,2007-07-18,2010-09-15,16585.36,14.86,157682.92,22,16585.36,66341.46,2,8,6176.8,-0.0,2476.56,0.0,0.0,0,0,-1,-1,-1,125167.0,МОСКВА Г,-1,-1,0,0,0
1,0x82E606F1618DB345873A454C7C312FAA,0x97CC4AFB7A2A59499032EB7DE27DEE25,1,2,2012,2012Q4,1,44,1779,1765,30,272096.11,13109.76,62952.93,2008-02-17,2012-12-17,4166.66,8286.17,241463.41,114,12500.0,50000.0,6,24,19250.57,-0.0,10513.91,0.0,0.0,0,0,1,-1,-1,141730.0,МОСКОВСКАЯ ОБЛ,1,1,0,1,0
0,0xD3C4E35DB24BFC43B9195CDA92FCAA3F,0x28EAFF9528CCF747AD07C2651AFC9EA2,1,3,2017,2017Q3,-1,46,468,394,28,21884.14,3946.45,19277.57,2016-08-14,2017-09-12,1344.9,1995.39,21753.94,15,3946.44,18432.95,3,13,130.19,-0.0,844.61,0.0,0.0,-1,0,1,-1,-1,665835.0,ИРКУТСКАЯ ОБЛ,1,1,0,1,0
0,0x5F450401E1408E4C88B8B399341A5484,0xEB9A3F8B45185F46979A48E5FEFEFB4F,3,1,2015,2015Q2,1,48,3005,2983,35,97423.29,3091.15,23333.86,2007-04-09,2015-06-09,648.12,1730.14,81801.36,97,3091.15,14152.97,3,11,15621.93,-0.0,9180.88,0.0,0.0,-1,0,-1,-1,-1,398024.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0xF886DE8770A7A040AB95E57FECE35CE6,0x7FD6D0B6CAC20F45B94C26C2E34DA024,1,2,2013,2013Q3,-1,33,5193,3173,32,21266.8,783.06,5213.46,2004-12-31,2013-09-08,2354.63,480.41,16595.24,61,783.06,4596.84,3,12,4671.56,-0.0,616.61,0.0,0.0,-1,0,-1,-1,-1,398036.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x4637A4D35355564F9C757AF77EB0720C,0xFBDFE2C0ABE1AD419DC92359515EFE30,2,3,2015,2015Q4,-1,47,85,62,0,3588.72,3588.72,3588.72,2015-10-08,2015-12-09,870.48,1867.42,3550.17,3,3550.17,3550.17,3,3,38.54,38.54,38.54,0.0,0.0,-1,0,-1,-1,-1,446031.0,САМАРСКАЯ ОБЛ,1,1,0,1,0
0,0xA97FA54099CFC34CB7890E2A2430C312,0x6FC27FD966B95C46980550EB488D6AA5,1,2,2013,2013Q3,-1,41,3011,2979,31,115995.83,1528.46,-99415.39,2005-07-03,2013-08-29,151.22,965.04,101890.24,101,1528.45,9527.64,2,8,14105.58,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,398024.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,1
1,0x50C51559417F90478078DCA133CED4DD,0x268DD0F5B0355643B15A646AABD0FDC9,1,2,1996,1996Q1,-1,29,1019,375,644,200.38,14.49,57.19,1993-06-16,,40.65,2.93,81.3,2,-0.0,-0.0,0,0,119.08,14.48,57.18,0.0,0.0,0,0,-1,-1,-1,115533.0,МОСКВА Г,-1,-1,0,0,0
2,0x1FBDE5651E53EA44AAD31DC34F5DEF7E,0x28D9BFB7896A874096D19348843232EF,1,1,2022,2022Q1,-1,54,6637,5910,33,23586.92,487.8,1951.22,2005-12-31,2022-03-07,2063.22,162.6,16534.76,90,487.8,1951.22,3,12,6041.49,-0.0,-0.0,4.0,4.0,-1,-1,-1,-1,-1,162600.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
2,0xA74E1252D61BAF4C9333B1225DF70912,0xC5668778267FB941A895AB2EBAE10BA2,1,1,2012,2012Q3,1,29,2107,2087,31,12123.24,487.8,2684.35,2006-12-24,2012-09-10,8.13,162.6,11227.64,71,487.8,1973.88,3,13,895.6,-0.0,710.46,0.1,0.1,-1,-1,-1,-1,-1,162606.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,1,0
0,0x7602DAB8B432514A8633AB5C1AA4BFFB,0x440D4EF56D28A249AAE248B8636AF4B1,1,2,2012,2012Q4,1,30,3525,0,2922,3219.78,195.66,195.66,2004-12-31,,1772.26,1772.26,1772.26,1,-0.0,-0.0,0,0,1447.51,195.65,195.65,0.0,0.0,-1,0,-1,-1,-1,399050.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x59E1907B00901B459DECD8BC45741A7B,0x46C68AB87EC3B94F9AEC79EAD377F0F7,2,2,2004,2004Q4,-1,40,2031,0,0,7768.09,7768.09,7768.09,2004-12-31,2004-12-31,5681.19,80.66,5681.19,1,5681.19,5681.19,1,1,2086.89,2086.89,2086.89,0.0,0.0,-1,0,-1,-1,-1,398004.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,1
0,0x4EDDB8DB8EC74A4C94641BBBA9760517,0x935C08EC9BEB884CA6145B246FA2362B,1,3,2017,2017Q3,-1,47,717,698,32,56028.07,8058.4,29861.58,2015-10-14,2017-09-11,1467.48,2936.97,54409.51,24,8058.39,27466.36,3,12,1618.55,-0.0,2395.21,0.0,0.0,-1,0,-1,-1,-1,350089.0,КРАСНОДАРСКИЙ КРАЙ,1,1,0,1,0
1,0xDA15E2E75BCE0B40B0E8CE69B1D5DAEE,0x8645A19937495547A47D8303C0E523FB,1,2,2002,2002Q2,-1,53,1369,154,1215,359.1,9.62,44.27,1998-09-30,,81.3,0.13,195.12,6,-0.0,-0.0,0,0,163.97,9.61,44.26,7.5,7.5,0,0,-1,-1,-1,0.0,ВЛАДИМИРСКАЯ ОБЛ,1,-1,0,0,0
0,0x7A8CB03174AECD4E9CCCF175ABEE8E05,0x56CFC2EC20D6C345906FCDD040FB163E,1,2,2008,2008Q2,1,49,3308,1256,30,25087.69,1087.36,4895.3,2004-12-31,2008-06-09,7858.39,483.0,18920.2,43,1087.35,3838.49,3,12,6167.48,-0.0,1056.8,0.0,0.0,-1,0,-1,-1,-1,398055.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0x6BF7F46EF49C704898B28685D7DF66C3,0x891105D429CC824A95F009365DDA0091,1,3,2020,2020Q1,1,54,880,759,32,56770.17,6354.85,35040.56,2018-02-12,2020-03-12,2479.14,2547.15,53384.35,28,6354.84,32398.97,3,14,3385.82,-0.0,2641.58,0.0,0.0,-1,0,-1,-1,-1,426019.0,УДМУРТСКАЯ РЕСП,1,1,0,1,0
1,0x92E20A74E52D1041A208A39C4EE35115,0x0FC7A9DC6CC2074F958C364649D5478E,1,2,2010,2010Q1,1,44,4521,0,4521,210.26,13.02,13.02,1997-11-13,,40.65,0.04,40.65,1,-0.0,-0.0,0,0,169.61,13.01,13.01,7.5,7.5,0,0,-1,-1,-1,307864.0,КУРСКАЯ ОБЛ,-1,-1,0,0,0
0,0x3053A841C5E4E54291CCCAE6A0004834,0xEC2188A74B86C14F94003BC4411396F7,1,2,2007,2007Q4,1,56,168,0,168,1293.46,23.54,1293.46,2007-07-17,,1269.91,1286.82,1269.91,1,-0.0,1269.91,0,1,23.53,23.53,23.53,0.0,0.0,-1,0,1,-1,-1,446205.0,САМАРСКАЯ ОБЛ,1,1,0,0,0
0,0x83832674FC46304891D49214CA46D87A,0xAE9DC609DD33024DA75829B7EC77545E,2,1,2016,2016Q2,-1,62,1619,1598,31,220740.12,19049.5,75590.19,2012-01-24,2016-06-09,1430.89,29491.5,197773.61,53,19049.49,57818.69,3,12,22966.51,-0.0,17771.5,0.0,0.0,-1,0,-1,-1,-1,354063.0,КРАСНОДАРСКИЙ КРАЙ,1,1,0,1,0
0,0x0BE997D70A758C459BA5DEAACA18555E,0x3F97253FFEDE4F40BEC1DD4B1B27934B,1,1,2005,2005Q4,1,23,650,616,33,2707.88,524.5,1500.11,2004-03-30,2005-12-06,40.65,406.5,2357.72,19,243.9,1219.51,2,10,350.15,280.59,280.59,3.0,3.0,-1,0,-1,-1,-1,620073.0,СВЕРДЛОВСКАЯ ОБЛ,1,1,0,0,0
0,0x4AEA6F4EF3DA3043B41AEB9A62FCE98E,0x7F12070BBDD3524FB7D52556303928E2,2,1,2009,2009Q3,-1,49,623,574,33,52083.5,3827.64,27655.55,2008-01-16,2009-08-12,2795.93,12173.04,50482.11,20,3827.64,25419.51,3,12,1601.39,-0.0,2236.04,0.0,0.0,-1,0,1,-1,-1,629830.0,ЯМАЛО-НЕНЕЦКИЙ АО,1,1,0,1,0
0,0xE8E2E0CE43D3B84D9C8F69FA8DE227F1,0x96FB6D726F56624A8ACEDA715982FC89,1,3,2020,2020Q4,-1,45,339,317,30,26221.56,6667.64,26221.56,2020-01-27,2020-12-09,813.0,2111.17,25720.81,13,6166.89,25720.81,3,13,500.74,500.74,500.74,0.0,0.0,-1,0,1,-1,-1,165309.0,АРХАНГЕЛЬСКАЯ ОБЛ,1,1,0,1,0
0,0xEEA0B0A5B6490743B9FD6B8647205DE4,0x4B12DF5085CCDC4FB6DA7BBEFD0E5CDA,1,1,2009,2009Q4,1,49,689,604,30,69538.18,5196.65,33729.98,2008-02-11,2009-10-07,3271.72,2522.76,65187.17,21,2522.76,31056.09,1,10,4351.0,2673.88,2673.88,0.0,0.0,-1,0,1,-1,-1,665835.0,ИРКУТСКАЯ ОБЛ,1,1,0,1,1
2,0x23860B6103A8E344AB406F30B10AA1BD,0x4D2ADF31832FC8499BA12B984882BE2B,1,2,2010,2010Q4,1,29,1626,25,1601,206.38,8.52,8.52,2006-07-19,,8.13,162.6,170.73,2,-0.0,-0.0,0,0,35.65,8.52,8.52,0.1,0.1,-1,-1,-1,-1,-1,162620.0,ВОЛОГОДСКАЯ ОБЛ,1,-1,0,0,0
0,0xD19A08667C70FE4CBA17E39C3ACD4F20,0xA279132483FF2D4BA2336BB9D84F4BB6,2,3,2020,2020Q2,1,53,971,882,33,130468.08,17891.06,65142.53,2017-12-13,2020-05-13,2281.05,7783.94,124292.06,27,17891.05,59885.36,2,10,6176.01,-0.0,5257.16,0.0,0.0,-1,0,1,-1,-1,452000.0,БАШКОРТОСТАН РЕСП,1,1,0,1,0
0,0xB206912FC8EBDC4EA5B4C6DF8F8F0BD6,0xCEB616AD9066AC4993A998CA88A5DFD9,1,1,2018,2018Q4,1,51,2272,2250,29,237939.05,24553.64,52524.76,2012-10-11,2018-12-09,1194.26,3681.15,190346.91,74,6047.78,34018.89,3,12,47592.14,18505.86,18505.86,0.0,0.0,-1,0,1,-1,-1,628600.0,ХАНТЫ-МАНСИЙСКИЙ-ЮГРА АО,1,1,0,1,0
0,0x4FE21F051647B949A65BDB470B710C80,0xEC2D57723FC72E409DA2ABCAE70217F4,4,1,2009,2009Q3,1,35,3765,1712,29,29820.2,735.53,5224.44,2004-12-31,2009-09-08,8111.39,1288.76,22569.02,58,735.52,3255.78,3,11,7251.17,-0.0,1968.65,0.0,0.0,-1,0,-1,-1,-1,398037.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
1,0xD295112FBB4DBE4BAF03CA1F69CB6BD3,0x7DF1BF413D155A48858A1CE30D59B0ED,1,2,2014,2014Q1,-1,61,7146,0,5386,1286.48,120.13,120.13,1999-07-02,,253.86,0.22,253.86,1,-0.0,-0.0,0,0,1032.61,120.13,120.13,1.8,1.8,0,0,-1,-1,-1,446292.0,САМАРСКАЯ ОБЛ,-1,-1,0,0,0
1,0xCB91E433E43FA441A9A029D0DD5F25AA,0xFF8802EEFA2AFF4A946C2F9CFF148BA1,3,2,2006,2006Q4,1,44,1385,340,32,10250.87,608.24,10250.87,2006-01-01,2006-12-07,7858.26,162.6,9809.48,14,487.8,9809.48,3,14,441.38,120.43,441.38,3.0,3.0,0,0,-1,-1,-1,606310.0,НИЖЕГОРОДСКАЯ ОБЛ,-1,-1,0,0,0
2,0xA5222ABD35CE5743A619E37CCBFCD3BB,0x09DB8AECDBB5F44384840C64A6FF64A1,1,2,2009,2009Q4,1,26,2146,225,1236,11999.6,461.52,461.52,2005-12-31,,5462.6,258.53,8150.4,9,-0.0,-0.0,0,0,2790.39,461.52,461.52,4.0,4.0,-1,-1,-1,-1,-1,160500.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
0,0x22672F256BE8DA4D807193783C3311F9,0x3C8C5B3FFC504C44B995952C24CF4E78,1,3,2019,2019Q2,-1,30,197,126,32,1599.66,1286.89,2120.06,2019-02-10,2019-06-16,247.35,39.67,1599.65,4,1286.89,2053.26,2,7,-0.0,-0.0,66.78,0.0,0.0,-1,0,-1,-1,-1,665854.0,ИРКУТСКАЯ ОБЛ,1,1,0,0,0
0,0xAD1C27EC6B01D14CB7ED614BC584592F,0x754EDEFEBF9E6C4E99F8C1073993D4B1,1,2,2015,2015Q4,1,33,2885,61,2824,4905.61,363.8,363.8,2008-02-07,,1004.06,1004.06,3012.19,3,-0.0,-0.0,0,0,1893.41,363.79,363.79,0.0,0.0,-1,0,-1,-1,-1,426011.0,УДМУРТСКАЯ РЕСП,1,1,0,0,0
0,0xF65DF29E6573EE46A2B6E10EEEF24E66,0x73E963CDF3AFE74FAA1276A5385953D3,2,2,2005,2005Q2,1,37,812,0,181,356.49,13.8,52.29,2004-12-31,,281.21,281.21,281.21,1,-0.0,-0.0,0,0,75.27,13.79,52.29,0.0,0.0,-1,0,-1,-1,-1,398005.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x3D8AFAEE3234D34491E8442816AEAFC3,0xA6327C148D684B4C9CF864862EF5F38F,2,1,2015,2015Q2,-1,53,325,310,32,21903.23,8150.04,24943.57,2014-08-10,2015-06-16,1686.99,3965.83,21750.49,11,8150.04,23236.33,3,12,152.73,-0.0,1707.23,0.0,0.0,-1,0,1,-1,-1,665834.0,ИРКУТСКАЯ ОБЛ,1,1,0,1,0
0,0x3DABDA6FD18A5D46885C1F55F70F83D8,0xE3009C04245E8645BCFDCD536C965ABE,2,1,2019,2019Q3,1,53,2611,2595,29,231418.75,8344.79,41290.23,2012-08-07,2019-09-15,1494.99,21.46,189559.05,90,8344.78,27394.91,3,13,41859.68,-0.0,13895.31,0.0,0.0,-1,0,1,-1,-1,625007.0,ТЮМЕНСКАЯ ОБЛ,1,1,0,1,0
2,0x3B1B67D820766349A7B99D00A024537C,0xA8A917CAC0FEB64AA62C03C0B718CAAC,1,2,2006,2006Q4,-1,35,672,0,365,2903.95,402.7,402.7,2005-12-31,,2112.99,2112.99,2112.99,1,-0.0,-0.0,0,0,402.7,402.7,402.7,4.0,4.0,-1,-1,-1,-1,-1,162604.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
2,0x2FD497BE9D6FC74390254E9D70A56CD1,0x90C16C7BBB188041A08DD046E13C44C8,1,3,2015,2015Q1,-1,51,1379,1357,35,20401.11,1219.51,5402.92,2011-06-22,2015-03-10,406.5,406.5,18699.18,46,1219.51,4878.04,3,12,1701.92,-0.0,524.87,0.1,0.1,-1,-1,-1,-1,-1,162609.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,1,0
1,0x4BE9C38459DD3D40BBF9C35BACFE6FD2,0x44F6CFCB0632844693FC72363746C700,1,2,2021,2021Q4,-1,68,737,0,733,446052.59,15083.9,15083.9,2019-12-29,,406504.06,406504.06,406504.06,1,-0.0,-0.0,0,0,39548.52,15083.9,15083.9,0.0,0.0,0,0,1,-1,-1,0.0,МОСКОВСКАЯ ОБЛ,1,-1,0,0,0
1,0x9412C32885A4DE4C92F23ECCCC707F7A,0x99302081FD146149913BA69192C06C12,1,2,1998,1998Q2,-1,25,182,153,121,39.07,4.88,14.68,1997-12-30,1998-06-01,34.14,0.04,39.02,3,4.87,14.63,2,6,0.04,-0.0,0.04,7.5,7.5,0,0,-1,-1,-1,0.0,НОВГОРОДСКАЯ ОБЛ,1,-1,0,0,0
0,0xC777526258C866459438DF489D575F96,0x47678637F1E28B468ED90DD4DCAB0F7B,1,3,2020,2020Q3,-1,51,1688,1587,33,408928.43,24829.15,93477.42,2016-05-25,2020-09-28,4494.84,6755.94,367392.25,56,24829.15,78157.33,4,13,41536.19,-0.0,15320.09,0.0,0.0,-1,0,1,-1,-1,450052.0,БАШКОРТОСТАН РЕСП,1,1,0,1,0
2,0x4CB29C29E935B0458929A2293757D0ED,0x8556F17EDA111543A201B681FCDC0833,1,2,2014,2014Q4,1,40,4145,0,3287,1379.93,53.07,53.07,2005-12-31,,528.45,528.45,528.45,1,-0.0,-0.0,0,0,568.3,53.07,53.07,4.0,4.0,-1,-1,-1,-1,-1,,ОРЛОВСКАЯ ОБЛ,1,-1,0,0,0
0,0x1EDB8BDBA18ED34E8D4E53FB83F41F55,0xC0A07F64A13E354099C63894B9D92905,2,2,2017,2017Q2,-1,49,6574,4543,31,244960.06,9568.31,25097.26,2004-12-31,2017-06-09,8671.81,1904.52,193132.27,151,9568.3,25097.26,3,9,51827.76,-0.0,-0.0,0.0,0.0,-1,0,1,-1,-1,398004.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
1,0x585C61B0C567F14E8F06EAA20537621F,0x0164E2EDACCCEF4596D1AF2CC562DFB2,1,2,2021,2021Q4,-1,50,6958,182,6767,171.49,11.56,11.56,2002-12-22,,8.94,8.94,44.71,5,-0.0,-0.0,0,0,126.77,11.56,11.56,6.0,6.0,0,0,-1,-1,-1,305004.0,КУРСКАЯ ОБЛ,-1,-1,0,0,0
0,0xBED79D08F5EA0D47A8AC4858CC523755,0x0A1AFBEC39623E4FB82680B04ACFF8A8,1,2,2009,2009Q1,1,23,722,700,33,5406.98,775.62,3929.88,2007-04-09,2009-03-09,280.46,489.65,5275.34,22,775.61,3506.3,3,12,131.63,-0.0,423.57,0.0,0.0,-1,0,-1,-1,-1,398046.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0x4599C9F189F6E04F828AFC89861E8FFC,0x51259971B39A1F47A936FC079ABE1597,2,2,2020,2020Q4,1,50,7854,0,5844,4976.84,191.41,191.41,2004-12-31,,818.97,818.97,818.97,1,-0.0,-0.0,0,0,4157.86,191.41,191.41,0.0,0.0,-1,0,-1,-1,-1,398024.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x9D5C88BCD589934F8794AA0FBD64B42C,0x61A2666F9C3EA24AA11EF4517E19E2EA,2,1,2020,2020Q2,1,43,6930,5637,30,132521.44,3131.59,17592.54,2004-12-31,2020-06-07,4333.82,1171.91,107074.23,182,3131.59,12260.04,3,12,25447.19,-0.0,5332.49,0.0,0.0,-1,0,-1,-1,-1,398002.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
2,0xABBE2DCE3AADCF4397C7970DA01C3907,0x5A49B2E8B21F1C43A5BF1DFFAC2516E4,1,1,2017,2017Q1,1,47,2955,3065,34,66421.69,1219.51,4945.49,2008-10-15,2017-03-07,406.5,406.5,40650.4,100,1219.51,4878.04,3,12,11294.14,-0.0,67.43,0.1,0.1,-1,-1,-1,-1,-1,162605.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,1,0
